item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
001564,Protein_Bars,21.1,46.0,29.8,14.46,76,N/A,4180,Storage_Bay
001565,Seed_Packets,21.7,23.5,10.5,7.9,49,N/A,83,Lab
001566,Research_Samples,16.4,23.3,18.1,4.5,46,N/A,3682,Storage_Bay
001567,Solar_Panel,94.5,50.3,5.0,16.9,65,N/A,4936,External_Storage
001568,LED_Work_Light,36.0,47.7,27.4,23.53,56,N/A,3581,Engineering_Bay
001569,Fire_Extinguisher,23.2,18.2,31.5,6.65,99,N/A,1803,Crew_Quarters
001570,Seed_Packets,19.1,12.3,16.5,5.7,98,N/A,26,Greenhouse
001571,Radiation_Shield,41.8,21.1,49.8,21.96,6,N/A,2009,Engineering_Bay
001572,Radiation_Shield,41.8,15.4,17.0,5.47,16,N/A,4790,Engineering_Bay
001573,Seed_Packets,18.8,27.3,18.7,5.4,86,N/A,72,Lab
001574,Laptop,21.7,23.0,35.0,8.73,18,N/A,2433,Crew_Quarters
001575,First_Aid_Kit,11.3,20.1,10.3,3.4,32,N/A,45,Medical_Bay
001576,Pressure_Regulator,48.0,25.8,11.1,6.87,2,N/A,1753,Airlock
001577,Fire_Extinguisher,48.8,42.4,10.4,10.76,71,N/A,2025,Engineering_Bay
001578,Communication_Device,33.2,11.8,45.7,8.95,73,N/A,3627,Command_Center
001579,Helmet_Visor,17.9,29.9,10.6,2.84,27,N/A,4871,Crew_Quarters
001580,Space_Suit,37.9,43.8,42.9,35.61,21,N/A,549,Storage_Bay
001581,Water_Purification_Unit,49.4,24.9,49.9,30.69,52,N/A,74,Crew_Quarters
001582,Tool_Kit,14.0,10.3,20.6,2.7,13,N/A,62,Storage_Bay
001583,Navigation_Module,21.4,39.6,40.6,17.2,76,N/A,4999,Cockpit
001584,Thruster_Fuel,28.1,48.4,49.2,33.46,25,N/A,311,Engine_Bay
001585,Navigation_Module,44.7,24.7,11.4,6.29,67,N/A,115,Command_Center
001586,Radiation_Shield,33.6,16.3,25.8,7.07,9,N/A,4475,Storage_Bay
001587,Space_Suit,11.9,26.0,16.1,2.49,62,N/A,4991,Storage_Bay
001588,Handheld_Spectrometer,10.5,36.9,46.8,9.07,2,N/A,1095,Lab
001589,Oxygen_Cylinder,15.4,20.9,78.4,49.6,1,N/A,4452,Medical_Bay
001590,Space_Suit,17.8,48.1,42.8,18.32,55,N/A,1368,Airlock
001591,First_Aid_Kit,21.3,17.6,14.5,6.9,18,N/A,58,Medical_Bay
001592,Helmet_Visor,25.7,16.2,45.7,9.51,25,N/A,4735,Storage_Bay
001593,Communication_Device,34.7,19.3,27.8,9.31,21,N/A,770,Crew_Quarters
001594,3D_Printer,12.4,42.9,47.8,12.71,1,N/A,3392,Engineering_Bay
001595,Research_Samples,16.7,13.9,10.4,9.5,39,N/A,2407,Lab
001596,Emergency_Beacon,47.1,17.2,24.9,10.09,98,N/A,854,Command_Center
001597,Tether_Reel,33.4,46.1,28.2,21.71,74,N/A,3480,Airlock
001598,Tool_Kit,19.5,17.8,19.8,2.3,76,N/A,53,Maintenance_Bay
001599,Thruster_Fuel,27.6,29.8,29.1,11.97,98,N/A,225,Storage_Bay
001600,Solar_Panel,65.2,70.7,5.0,5.1,44,N/A,1827,External_Storage
001601,Food_Packet,15.3,16.5,14.7,2.9,85,2026-08-13,73,Crew_Quarters
001602,Fire_Extinguisher,28.7,28.1,46.9,18.91,85,N/A,3198,Engineering_Bay
001603,Radiation_Shield,31.9,15.9,45.5,11.54,17,N/A,1975,Engineering_Bay
001604,Solar_Panel,75.2,51.5,4.2,18.1,14,N/A,163,Power_Bay
001605,Radiation_Shield,30.3,25.8,29.5,11.53,38,N/A,2195,Storage_Bay
001606,Helmet_Visor,29.8,23.7,36.9,13.03,20,N/A,881,Storage_Bay
001607,Helmet_Visor,13.5,27.8,28.0,5.25,50,N/A,4327,Crew_Quarters
001608,Scientific_Sensor,17.9,21.5,40.5,7.79,4,N/A,2004,Lab
001609,Emergency_Oxygen_Mask,27.3,44.3,33.7,20.38,15,N/A,785,Medical_Bay
001610,Medical_Scanner,16.7,26.8,10.9,2.44,98,2026-10-15,29,Medical_Bay
001611,Gyroscope_Module,21.5,47.9,47.9,24.66,39,N/A,31,Engineering_Bay
001612,Emergency_Oxygen_Mask,25.0,23.7,29.5,8.74,81,N/A,2837,Medical_Bay
001613,3D_Printer,21.6,43.0,46.6,21.64,36,N/A,2472,Engineering_Bay
001614,Solar_Panel,82.4,50.4,4.4,10.7,47,N/A,2425,Power_Bay
001615,Laptop,34.8,11.8,39.8,8.17,13,N/A,934,Command_Center
001616,Handheld_Spectrometer,27.7,40.3,10.7,5.97,92,N/A,299,Engineering_Bay
001617,Protein_Bars,46.3,13.3,21.3,6.56,46,N/A,3628,Storage_Bay
001618,Handheld_Spectrometer,43.2,36.0,11.2,8.71,28,N/A,19,Lab
001619,Battery_Pack,43.6,10.6,29.5,6.82,23,N/A,454,Power_Bay
001620,Laptop,11.0,37.2,27.4,5.61,8,N/A,4215,Command_Center
001621,Oxygen_Cylinder,25.4,24.6,77.5,21.8,61,N/A,405,Crew_Quarters
001622,3D_Printer,30.4,27.9,33.7,14.29,79,N/A,1440,Lab
001623,Tether_Reel,39.8,43.8,29.4,25.63,35,N/A,1110,Airlock
001624,Food_Packet,28.7,13.0,14.6,8.6,67,2026-03-08,38,Crew_Quarters
001625,Helmet_Visor,24.9,10.8,39.9,5.36,49,N/A,2920,Crew_Quarters
001626,Waste_Management_Kit,24.6,28.9,27.0,6.4,18,N/A,42,Sanitation_Bay
001627,Gyroscope_Module,44.4,25.0,26.5,14.71,4,N/A,1159,Cockpit
001628,Emergency_Beacon,35.9,48.4,11.2,9.73,39,N/A,26,Cockpit
001629,EV_Suit_Battery,25.0,25.0,25.7,8.03,41,N/A,591,Airlock
001630,Pressure_Regulator,28.2,36.4,20.2,10.37,64,N/A,1913,Airlock
001631,LED_Work_Light,47.1,10.8,35.8,9.11,3,N/A,424,Engineering_Bay
001632,Pressure_Regulator,28.0,40.3,44.6,25.16,97,N/A,219,Engineering_Bay
001633,3D_Printer,48.2,43.6,12.1,12.71,61,N/A,1003,Engineering_Bay
001634,Handheld_Spectrometer,11.7,36.7,36.7,7.88,66,N/A,2366,Engineering_Bay
001635,Handheld_Spectrometer,48.6,38.3,17.5,16.29,13,N/A,2299,Lab
001636,Helmet_Visor,18.7,42.9,29.0,11.63,49,N/A,2271,Crew_Quarters
001637,Emergency_Oxygen_Mask,27.9,10.7,46.8,6.99,35,N/A,2381,Medical_Bay
001638,Radiation_Shield,35.5,14.1,32.4,8.11,3,N/A,1470,Storage_Bay
001639,Solar_Panel,47.1,69.7,4.8,11.3,79,N/A,882,External_Storage
001640,Medical_Scanner,28.0,10.6,26.3,3.9,60,2025-07-12,2,Lab
001641,Handheld_Spectrometer,31.5,45.0,37.6,26.65,8,N/A,3769,Lab
001642,EV_Suit_Battery,49.3,27.8,23.8,16.31,14,N/A,666,Airlock
001643,CO2_Scrubber,30.3,40.5,18.9,11.6,5,N/A,494,Engineering_Bay
001644,Helmet_Visor,20.6,12.5,20.4,2.63,61,N/A,2771,Storage_Bay
001645,Emergency_Beacon,33.6,40.2,30.3,20.46,29,N/A,399,Command_Center
001646,Scientific_Sensor,42.4,29.2,33.9,20.99,85,N/A,3372,Cockpit
001647,Antibiotic_Supply,10.2,48.9,45.4,11.32,9,2025-07-02,3994,Medical_Bay
001648,Emergency_Oxygen_Mask,16.4,25.6,19.4,4.07,78,N/A,2488,Crew_Quarters
001649,Research_Samples,17.8,28.7,25.2,9.4,86,N/A,1541,Storage_Bay
001650,Antibiotic_Supply,28.3,17.5,18.7,4.63,79,2025-12-01,4513,Lab
001651,Medical_Scanner,13.7,32.4,40.5,8.99,97,2025-10-29,97,Lab
001652,Emergency_Beacon,36.1,29.5,48.5,25.83,37,N/A,3335,Cockpit
001653,Emergency_Beacon,10.4,25.2,16.7,2.19,25,N/A,485,Command_Center
001654,Antibiotic_Supply,19.3,43.5,48.0,20.15,55,2025-11-13,4568,Medical_Bay
001655,Fire_Extinguisher,14.7,24.4,11.1,1.99,56,N/A,1114,Crew_Quarters
001656,Water_Purification_Unit,12.5,38.7,12.7,3.07,75,N/A,1375,Crew_Quarters
001657,3D_Printer,34.6,43.0,27.9,20.75,19,N/A,321,Lab
001658,LED_Work_Light,22.2,23.4,29.2,7.58,89,N/A,1332,Maintenance_Bay
001659,Antibiotic_Supply,17.7,38.1,26.9,9.07,65,2025-10-19,1190,Lab
001660,Emergency_Beacon,14.0,31.0,42.7,9.27,14,N/A,1193,Command_Center
001661,Medical_Scanner,33.7,11.1,27.1,5.07,33,2026-06-22,52,Medical_Bay
001662,Medical_Scanner,32.1,28.5,17.1,7.82,25,2027-03-18,3,Medical_Bay
001663,Tool_Kit,25.2,11.9,11.7,7.7,37,N/A,66,Storage_Bay
001664,Medical_Scanner,44.8,28.5,20.9,13.34,82,2025-12-12,81,Medical_Bay
001665,EV_Suit_Battery,28.7,38.9,38.3,21.38,76,N/A,167,Airlock
001666,LED_Work_Light,38.6,41.6,31.6,25.37,35,N/A,1051,Maintenance_Bay
001667,Research_Samples,11.0,11.5,19.9,6.3,94,N/A,2298,Storage_Bay
001668,Laptop,46.4,32.5,14.4,10.86,50,N/A,4648,Crew_Quarters
001669,Cooling_System,24.6,34.1,20.4,8.56,54,N/A,1405,Engineering_Bay
001670,Seed_Packets,26.3,22.1,13.3,4.8,12,N/A,38,Greenhouse
001671,Emergency_Oxygen_Mask,35.7,13.0,30.5,7.08,67,N/A,4908,Crew_Quarters
001672,CO2_Scrubber,20.4,19.8,14.9,3.01,41,N/A,566,Life_Support
001673,Emergency_Beacon,36.6,44.0,16.0,12.88,7,N/A,1412,Cockpit
001674,Gyroscope_Module,27.5,16.7,44.9,10.31,43,N/A,3283,Cockpit
001675,Emergency_Beacon,10.4,49.8,46.4,12.02,65,N/A,4670,Command_Center
001676,EV_Suit_Battery,18.9,43.4,12.2,5.0,54,N/A,512,Storage_Bay
001677,Laptop,21.6,33.6,45.0,16.33,96,N/A,4586,Command_Center
001678,Food_Packet,17.7,23.8,16.1,1.2,9,2026-10-26,19,Storage_Bay
001679,Tether_Reel,23.5,43.8,36.6,18.84,43,N/A,1492,Airlock
001680,3D_Printer,34.5,40.0,27.1,18.7,76,N/A,4284,Engineering_Bay
001681,Protein_Bars,44.6,44.5,21.2,21.04,77,N/A,4134,Storage_Bay
001682,Navigation_Module,34.8,43.4,11.5,8.68,40,N/A,3267,Command_Center
001683,Cooling_System,35.2,45.0,19.5,15.44,34,N/A,2915,Engineering_Bay
001684,Seed_Packets,17.1,14.4,14.2,4.7,9,N/A,30,Lab
001685,First_Aid_Kit,20.1,13.5,17.6,8.2,6,N/A,88,Crew_Quarters
001686,Lab_Microscope,15.4,15.6,48.8,5.86,87,N/A,294,Lab
001687,Tether_Reel,32.6,42.6,23.1,16.04,34,N/A,2366,External_Storage
001688,Lab_Microscope,21.8,36.4,40.5,16.07,9,N/A,233,Medical_Bay
001689,Circuit_Board,22.2,36.2,36.6,14.71,38,N/A,1089,Engineering_Bay
001690,Emergency_Beacon,27.2,32.8,14.0,6.25,76,N/A,1203,Command_Center
001691,Oxygen_Cylinder,18.5,28.8,96.7,11.9,23,N/A,1257,Crew_Quarters
001692,Antibiotic_Supply,37.3,48.7,21.7,19.71,55,2025-11-11,3646,Lab
001693,Waste_Management_Kit,21.0,10.8,28.0,2.2,24,N/A,36,Sanitation_Bay
001694,Water_Bottle,12.9,27.4,44.6,7.88,2,N/A,4937,Storage_Bay
001695,Food_Packet,23.9,15.9,15.6,1.6,7,2026-03-20,18,Crew_Quarters
001696,CO2_Scrubber,27.0,13.0,47.4,8.32,80,N/A,565,Engineering_Bay
001697,Battery_Pack,27.3,11.2,15.2,2.32,64,N/A,617,External_Storage
001698,Asteroid_Sample_Container,26.6,13.3,27.6,4.0,92,N/A,341,Lab
001699,Water_Purification_Unit,30.8,20.6,13.5,4.28,53,N/A,2792,Crew_Quarters
001700,Protein_Bars,35.1,13.8,26.3,6.37,71,N/A,1960,Crew_Quarters
001701,Space_Suit,39.3,38.9,32.7,25.0,100,N/A,64,Airlock
001702,Battery_Pack,21.3,42.3,33.1,14.91,52,N/A,987,External_Storage
001703,Tool_Kit,22.2,16.6,14.7,7.9,39,N/A,56,Storage_Bay
001704,CO2_Scrubber,41.5,15.2,23.7,7.47,41,N/A,165,Life_Support
001705,Gyroscope_Module,44.0,28.8,38.7,24.52,68,N/A,2547,Cockpit
001706,Battery_Pack,27.4,27.4,47.1,17.68,77,N/A,779,Power_Bay
001707,Helmet_Visor,23.2,19.6,43.6,9.91,15,N/A,2435,Crew_Quarters
001708,Antibiotic_Supply,18.2,28.3,43.4,11.18,75,2025-06-16,1088,Medical_Bay
001709,Emergency_Oxygen_Mask,48.3,42.8,23.5,24.29,20,N/A,2908,Crew_Quarters
001710,Navigation_Module,28.2,39.0,25.3,13.91,4,N/A,4640,Cockpit
001711,Water_Purification_Unit,47.9,30.9,24.4,18.06,13,N/A,1047,Crew_Quarters
001712,Radiation_Shield,35.3,44.4,31.2,24.45,12,N/A,2047,Engineering_Bay
001713,Thruster_Fuel,49.2,24.2,11.4,6.79,82,N/A,1399,Engine_Bay
001714,EV_Suit_Battery,18.0,43.2,25.2,9.8,18,N/A,202,Storage_Bay
001715,Pressure_Regulator,20.5,40.5,22.7,9.42,43,N/A,216,Engineering_Bay
001716,Communication_Device,28.5,14.4,15.7,3.22,58,N/A,1066,Crew_Quarters
001717,Oxygen_Cylinder,16.9,24.6,72.8,13.9,60,N/A,572,Crew_Quarters
001718,Helmet_Visor,49.7,41.2,41.2,42.18,49,N/A,732,Crew_Quarters
001719,Circuit_Board,12.1,47.6,44.2,12.73,64,N/A,4650,Storage_Bay
001720,Microgravity_Lab_Kit,18.7,12.4,28.1,4.2,92,N/A,63,Crew_Quarters
001721,EV_Suit_Battery,12.4,10.9,37.8,2.55,8,N/A,546,Storage_Bay
001722,LED_Work_Light,25.6,42.5,42.4,23.07,48,N/A,3567,Maintenance_Bay
001723,Space_Suit,26.1,27.4,27.8,9.94,4,N/A,947,Storage_Bay
001724,Radiation_Shield,30.6,35.5,20.3,11.03,85,N/A,4248,Storage_Bay
001725,Waste_Management_Kit,10.1,12.7,17.6,8.8,64,N/A,11,Engineering_Bay
001726,Oxygen_Cylinder,22.0,26.3,98.6,30.5,70,N/A,2725,Airlock
001727,Helmet_Visor,28.3,19.0,41.9,11.26,73,N/A,4445,Storage_Bay
001728,Vacuum_Sealed_Tools,29.7,49.7,33.4,24.65,5,N/A,1308,Storage_Bay
001729,Emergency_Beacon,14.1,41.4,32.8,9.57,8,N/A,2447,Cockpit
001730,Tether_Reel,13.8,25.3,12.8,2.23,16,N/A,2787,Airlock
001731,Vacuum_Sealed_Tools,18.0,30.8,42.5,11.78,54,N/A,1939,Storage_Bay
001732,Water_Bottle,25.2,13.1,45.8,7.56,44,N/A,3915,Storage_Bay
001733,Water_Bottle,46.2,17.5,30.1,12.17,97,N/A,3736,Storage_Bay
001734,CO2_Scrubber,19.0,32.9,45.4,14.19,90,N/A,336,Engineering_Bay
001735,Oxygen_Cylinder,25.9,27.6,81.6,47.9,84,N/A,199,Crew_Quarters
001736,Pressure_Regulator,36.7,39.5,18.6,13.48,48,N/A,1388,Engineering_Bay
001737,Protein_Bars,34.5,45.1,37.1,28.86,90,N/A,2477,Storage_Bay
001738,3D_Printer,30.4,10.9,46.2,7.65,80,N/A,1756,Engineering_Bay
001739,EV_Suit_Battery,41.7,34.6,14.5,10.46,27,N/A,677,Storage_Bay
001740,EV_Suit_Battery,42.5,25.6,36.8,20.02,78,N/A,271,Airlock
001741,Emergency_Beacon,21.8,20.1,19.4,4.25,53,N/A,2124,Cockpit
001742,Medical_Scanner,12.6,32.9,31.1,6.45,95,2025-05-28,70,Medical_Bay
001743,Fire_Extinguisher,38.2,27.5,20.6,10.82,49,N/A,240,Engineering_Bay
001744,Research_Samples,10.6,11.7,11.8,2.0,14,N/A,3129,Storage_Bay
001745,Microgravity_Lab_Kit,22.9,23.3,29.1,7.5,15,N/A,66,Crew_Quarters
001746,Fire_Extinguisher,42.7,36.7,23.6,18.49,83,N/A,1509,Engineering_Bay
001747,Thruster_Fuel,24.2,30.5,12.2,4.5,33,N/A,2715,Engine_Bay
001748,Tool_Kit,27.0,26.6,10.8,3.5,9,N/A,38,Maintenance_Bay
001749,Antibiotic_Supply,12.6,41.8,39.4,10.38,39,2026-10-11,1710,Lab
001750,Scientific_Sensor,47.1,28.7,21.6,14.6,12,N/A,1466,Cockpit
001751,Navigation_Module,38.9,15.5,38.1,11.49,80,N/A,2084,Command_Center
001752,Communication_Device,46.4,19.9,44.0,20.31,82,N/A,3213,Crew_Quarters
001753,Laptop,41.9,10.6,20.2,4.49,80,N/A,1190,Command_Center
001754,Asteroid_Sample_Container,10.5,23.4,18.4,2.5,20,N/A,1589,Storage_Bay
001755,Laptop,27.9,46.7,46.1,30.03,34,N/A,2855,Crew_Quarters
001756,Solar_Panel,91.6,49.9,2.5,12.2,48,N/A,1614,Power_Bay
001757,Oxygen_Cylinder,29.8,21.0,85.7,26.0,53,N/A,1765,Airlock
001758,Water_Bottle,47.0,45.6,16.9,18.11,51,N/A,4437,Crew_Quarters
001759,Oxygen_Cylinder,20.4,25.7,47.5,46.7,97,N/A,4990,Airlock
001760,EV_Suit_Battery,48.5,27.2,12.2,8.05,97,N/A,823,Storage_Bay
001761,Vacuum_Sealed_Tools,13.9,43.9,22.3,6.8,94,N/A,2065,Maintenance_Bay
001762,Pressure_Regulator,14.8,18.0,13.4,1.78,27,N/A,853,Engineering_Bay
001763,Research_Samples,19.5,13.0,28.7,8.8,83,N/A,3158,Lab
001764,Water_Bottle,24.6,17.2,45.7,9.67,75,N/A,3868,Crew_Quarters
001765,Handheld_Spectrometer,29.4,18.4,40.1,10.85,2,N/A,2351,Engineering_Bay
001766,Waste_Management_Kit,27.5,28.0,23.1,7.7,81,N/A,66,Sanitation_Bay
001767,Antibiotic_Supply,28.0,44.5,23.8,14.83,46,2025-06-21,1388,Medical_Bay
001768,Asteroid_Sample_Container,18.2,16.3,12.0,3.4,95,N/A,4746,Lab
001769,Helmet_Visor,32.9,28.1,23.3,10.77,2,N/A,3966,Crew_Quarters
001770,Battery_Pack,19.8,23.1,47.9,10.95,2,N/A,791,External_Storage
001771,Water_Bottle,30.5,38.1,48.0,27.89,100,N/A,4675,Storage_Bay
001772,Radiation_Shield,36.3,39.2,37.7,26.82,39,N/A,388,Engineering_Bay
001773,Fire_Extinguisher,10.7,39.8,13.3,2.83,87,N/A,3315,Crew_Quarters
001774,Waste_Management_Kit,23.6,29.6,13.9,2.0,88,N/A,6,Sanitation_Bay
001775,Helmet_Visor,47.1,13.8,31.3,10.17,49,N/A,1840,Storage_Bay
001776,Circuit_Board,18.1,43.1,31.4,12.25,40,N/A,1826,Storage_Bay
001777,Battery_Pack,12.2,40.4,29.1,7.17,6,N/A,531,External_Storage
001778,3D_Printer,35.9,36.0,16.9,10.92,88,N/A,960,Engineering_Bay
001779,Solar_Panel,73.2,99.1,3.5,13.2,18,N/A,3090,Power_Bay
001780,Oxygen_Cylinder,20.6,22.5,80.4,30.6,32,N/A,622,Crew_Quarters
001781,Oxygen_Cylinder,25.4,29.5,84.8,10.9,4,N/A,354,Airlock
001782,Laptop,10.5,26.3,13.4,1.85,52,N/A,4821,Command_Center
001783,Scientific_Sensor,11.4,45.1,32.3,8.3,94,N/A,1263,Lab
001784,Gyroscope_Module,11.5,49.0,20.5,5.78,1,N/A,4656,Cockpit
001785,Antibiotic_Supply,42.9,37.4,36.6,29.36,19,2025-11-04,3081,Medical_Bay
001786,CO2_Scrubber,32.1,34.4,16.7,9.22,57,N/A,961,Engineering_Bay
001787,Space_Suit,48.7,42.8,38.6,40.23,97,N/A,3015,Storage_Bay
001788,LED_Work_Light,12.0,19.8,44.7,5.31,64,N/A,1350,Engineering_Bay
001789,Solar_Panel,98.8,93.2,2.9,9.9,18,N/A,3273,Power_Bay
001790,Vacuum_Sealed_Tools,32.5,41.1,21.6,14.43,30,N/A,4666,Storage_Bay
001791,Space_Suit,39.2,32.7,29.3,18.78,75,N/A,1308,Airlock
001792,3D_Printer,45.1,34.7,18.5,14.48,11,N/A,2267,Engineering_Bay
001793,Antibiotic_Supply,36.5,35.7,29.6,19.29,67,2026-01-07,1745,Lab
001794,Microgravity_Lab_Kit,17.0,26.6,24.5,5.7,19,N/A,77,Lab
001795,Tether_Reel,17.2,28.4,26.0,6.35,82,N/A,658,External_Storage
001796,3D_Printer,49.8,35.1,17.1,14.95,20,N/A,4990,Lab
001797,Food_Packet,19.4,17.4,11.1,4.5,20,2025-12-27,5,Crew_Quarters
001798,Thruster_Fuel,39.9,31.0,48.2,29.81,72,N/A,3963,Storage_Bay
001799,Asteroid_Sample_Container,15.8,28.9,27.6,4.5,10,N/A,2678,Lab
001800,Asteroid_Sample_Container,13.4,14.2,24.6,2.4,86,N/A,1564,Storage_Bay
001801,LED_Work_Light,22.6,19.5,19.5,4.3,33,N/A,4986,Maintenance_Bay
001802,Food_Packet,21.0,16.9,16.3,1.8,31,2025-05-20,28,Storage_Bay
001803,Emergency_Oxygen_Mask,26.8,34.8,34.3,15.99,43,N/A,2590,Medical_Bay
001804,Emergency_Oxygen_Mask,30.7,46.7,28.4,20.36,63,N/A,3839,Crew_Quarters
001805,Navigation_Module,41.6,20.5,20.9,8.91,83,N/A,1976,Cockpit
001806,Navigation_Module,10.8,46.6,33.0,8.3,49,N/A,2792,Command_Center
001807,Solar_Panel,48.9,58.9,2.0,12.3,37,N/A,4110,External_Storage
001808,Gyroscope_Module,13.9,38.4,28.8,7.69,90,N/A,511,Cockpit
001809,Radiation_Shield,38.4,11.7,23.4,5.26,73,N/A,1296,Engineering_Bay
001810,Water_Purification_Unit,49.7,20.6,25.0,12.8,72,N/A,4120,Crew_Quarters
001811,Handheld_Spectrometer,27.5,29.5,13.2,5.35,82,N/A,2825,Engineering_Bay
001812,Seed_Packets,16.3,23.9,27.2,1.9,4,N/A,7,Greenhouse
001813,Water_Bottle,21.3,23.2,44.3,10.95,4,N/A,1266,Storage_Bay
001814,Battery_Pack,18.1,18.4,10.7,1.78,25,N/A,278,External_Storage
001815,Navigation_Module,23.0,44.8,38.9,20.04,4,N/A,2384,Command_Center
001816,Protein_Bars,16.3,43.9,29.1,10.41,84,N/A,3821,Storage_Bay
001817,CO2_Scrubber,32.6,20.4,26.0,8.65,21,N/A,213,Life_Support
001818,Pressure_Regulator,44.1,16.1,33.3,11.82,2,N/A,4092,Engineering_Bay
001819,Waste_Management_Kit,12.9,28.4,22.0,6.7,39,N/A,6,Sanitation_Bay
001820,Antibiotic_Supply,28.9,15.5,42.4,9.5,89,2026-08-25,767,Medical_Bay
001821,Lab_Microscope,23.7,11.8,47.1,6.59,60,N/A,4080,Medical_Bay
001822,Protein_Bars,21.0,29.9,36.4,11.43,54,N/A,4589,Crew_Quarters
001823,Battery_Pack,26.2,43.9,47.6,27.37,49,N/A,914,Power_Bay
001824,Helmet_Visor,33.5,39.5,33.7,22.3,88,N/A,2622,Crew_Quarters
001825,EV_Suit_Battery,44.2,11.9,21.2,5.58,69,N/A,646,Storage_Bay
001826,Handheld_Spectrometer,38.3,49.3,35.8,33.8,31,N/A,702,Engineering_Bay
001827,Solar_Panel,46.5,57.8,4.7,10.3,26,N/A,2660,External_Storage
001828,Fire_Extinguisher,19.3,31.9,28.2,8.68,58,N/A,4685,Crew_Quarters
001829,Solar_Panel,44.4,52.0,1.2,12.8,46,N/A,1466,Power_Bay
001830,Handheld_Spectrometer,11.6,35.7,29.6,6.13,13,N/A,2934,Lab
001831,Waste_Management_Kit,19.9,27.5,16.7,3.9,8,N/A,37,Sanitation_Bay
001832,Space_Suit,42.8,41.2,21.2,18.69,59,N/A,2466,Storage_Bay
001833,EV_Suit_Battery,15.0,47.1,27.4,9.68,64,N/A,202,Storage_Bay
001834,Solar_Panel,97.1,60.6,2.2,7.6,93,N/A,1335,External_Storage
001835,Emergency_Oxygen_Mask,27.9,23.6,45.9,15.11,57,N/A,817,Medical_Bay
001836,Space_Suit,11.1,46.9,14.7,3.83,85,N/A,95,Airlock
001837,Navigation_Module,37.1,29.2,29.1,15.76,31,N/A,671,Command_Center
001838,EV_Suit_Battery,45.2,31.5,44.7,31.82,87,N/A,702,Airlock
001839,Lab_Microscope,21.8,34.2,27.5,10.25,9,N/A,2315,Medical_Bay
001840,Handheld_Spectrometer,12.6,40.6,31.6,8.08,58,N/A,2982,Engineering_Bay
001841,Cooling_System,41.1,18.4,22.0,8.32,59,N/A,994,Engineering_Bay
001842,Gyroscope_Module,39.0,28.2,21.8,11.99,63,N/A,1053,Engineering_Bay
001843,Pressure_Regulator,13.4,36.9,26.0,6.43,14,N/A,3782,Airlock
001844,Seed_Packets,29.8,20.3,26.6,7.7,20,N/A,37,Greenhouse
001845,Oxygen_Cylinder,22.9,25.8,46.0,11.4,94,N/A,1190,Crew_Quarters
001846,Cooling_System,19.9,20.0,14.1,2.81,59,N/A,3627,Power_Bay
001847,Research_Samples,23.9,19.6,11.8,9.0,13,N/A,125,Lab
001848,LED_Work_Light,22.9,10.4,24.0,2.86,64,N/A,4403,Engineering_Bay
001849,First_Aid_Kit,11.0,24.5,28.7,3.9,57,N/A,62,Crew_Quarters
001850,Circuit_Board,16.5,38.9,46.3,14.86,32,N/A,651,Engineering_Bay
001851,Research_Samples,25.3,11.2,17.2,8.2,91,N/A,2763,Lab
001852,Emergency_Beacon,38.3,20.2,22.1,8.55,79,N/A,2782,Cockpit
001853,CO2_Scrubber,32.3,36.1,16.0,9.33,72,N/A,542,Life_Support
001854,Handheld_Spectrometer,18.1,13.6,25.9,3.19,26,N/A,4762,Engineering_Bay
001855,Helmet_Visor,17.3,39.1,46.6,15.76,5,N/A,636,Storage_Bay
001856,Medical_Scanner,42.2,22.5,43.6,20.7,51,2025-08-18,22,Medical_Bay
001857,Water_Purification_Unit,26.2,42.3,31.5,17.46,87,N/A,4804,Life_Support
001858,Battery_Pack,39.4,25.6,38.9,19.62,1,N/A,403,External_Storage
001859,Navigation_Module,13.7,35.6,37.9,9.24,93,N/A,1096,Cockpit
001860,Fire_Extinguisher,23.2,35.1,17.6,7.17,16,N/A,4602,Engineering_Bay
001861,Tether_Reel,16.0,45.7,39.9,14.59,67,N/A,2177,Airlock
001862,Scientific_Sensor,35.7,27.1,26.7,12.92,26,N/A,690,Lab
001863,Handheld_Spectrometer,36.3,35.7,37.6,24.36,64,N/A,4925,Engineering_Bay
001864,Oxygen_Cylinder,17.4,18.6,68.9,43.8,14,N/A,3726,Medical_Bay
001865,Water_Bottle,35.8,35.4,25.3,16.03,92,N/A,303,Storage_Bay
001866,Vacuum_Sealed_Tools,25.1,37.9,42.3,20.12,23,N/A,468,Storage_Bay
001867,Oxygen_Cylinder,21.3,24.9,87.1,22.2,10,N/A,3973,Crew_Quarters
001868,Emergency_Oxygen_Mask,23.2,21.9,23.4,5.94,54,N/A,1768,Medical_Bay
001869,Fire_Extinguisher,22.2,15.0,15.0,2.5,32,N/A,3806,Engineering_Bay
001870,Thruster_Fuel,47.8,49.8,48.9,58.2,21,N/A,1106,Engine_Bay
001871,Solar_Panel,71.2,66.7,3.6,15.8,4,N/A,563,Power_Bay
001872,Lab_Microscope,16.4,33.2,31.5,8.58,39,N/A,3997,Medical_Bay
001873,Solar_Panel,46.9,69.5,2.0,5.8,81,N/A,1689,Power_Bay
001874,Oxygen_Cylinder,29.0,21.0,88.5,16.1,24,N/A,4974,Medical_Bay
